MatchID,TeamID,OriginPlayerID,OriginPlayerName,DestinationPlayerID,DestinationPlayerName,MatchPeriod,EventTime,EventSubType,EventOrigin_x,EventOrigin_y,EventDestination_x,EventDestination_y,Mid_x,Mid_y,PositionWeight,PositionWeight_fil,PositionWeight_n
1,Everton,Everton_G1,Pickford,Everton_G1,Pickford,1H,164.626056,Hand pass,11,50,5,45,8,47.5,1.37545,1.37545,0.08857397
1,Everton,Everton_D1,Keane,Everton_D2,Williams,1H,247.469049,Simple pass,17,92,22,62,19.5,77,1.38939,1.38939,0.091862613
1,Everton,Everton_D2,Williams,Everton_D3,Jagielka,1H,249.694665,Simple pass,22,62,19,24,20.5,43,1.17833,1.17833,0.042070571
1,Everton,Everton_D3,Jagielka,Everton_G1,Pickford,1H,251.513079,Simple pass,19,24,8,45,13.5,34.5,1.36477,1.36477,0.086054407
1,Everton,Everton_G1,Pickford,Everton_D3,Jagielka,1H,257.295203,Simple pass,8,45,19,13,13.5,29,0.93765,1,0
1,Everton,Everton_D3,Jagielka,Everton_G1,Pickford,1H,259.614989,Simple pass,19,13,12,38,15.5,25.5,1.32407,1.32407,0.0764527
1,Everton,Everton_D2,Williams,Everton_D3,Jagielka,1H,286.49734,Simple pass,48,50,55,24,51.5,37,2.14817,2.14817,0.270869556
1,Everton,Everton_D3,Jagielka,Everton_D4,Baines,1H,288.281009,Simple pass,55,24,60,5,57.5,14.5,1.91645,1.91645,0.216203528
1,Everton,Everton_D4,Baines,Everton_D3,Jagielka,1H,291.122151,Simple pass,60,5,33,21,46.5,13,1.34425,1.34425,0.081213448
1,Everton,Everton_D3,Jagielka,Everton_G1,Pickford,1H,294.666496,Simple pass,33,21,15,70,24,45.5,1.23935,1.23935,0.056466053
1,Everton,Everton_G1,Pickford,Everton_F1,Lewin,1H,298.519487,High pass,15,70,60,99,37.5,84.5,1.76887,1.76887,0.181387317
1,Opponent1,Opponent1_M1,Opponent1_M1,Opponent1_D1,Opponent1_D1,1H,318.875721,Simple pass,55,12,62,9,58.5,10.5,2.13805,2.13805,0.268482105
1,Everton,Everton_D1,Keane,Everton_M3,Schneiderlin,1H,325.77883,Simple pass,19,98,35,86,27,92,1.22183,1.22183,0.052332837
1,Everton,Everton_M3,Schneiderlin,Everton_M1,Gueye,1H,329.565823,Simple pass,35,86,30,97,32.5,91.5,0.78821,1,0
1,Everton,Everton_M2,Klaassen,Everton_D3,Jagielka,1H,349.651805,Simple pass,47,59,47,27,47,43,1.87159,1.87159,0.205620419
1,Everton,Everton_D3,Jagielka,Everton_M3,Schneiderlin,1H,352.602839,Simple pass,47,27,45,40,46,33.5,1.94765,1.94765,0.22356405
1,Everton,Everton_M3,Schneiderlin,Everton_D3,Jagielka,1H,354.424746,Simple pass,45,40,47,12,46,26,1.55389,1.55389,0.130670492
1,Opponent1,Opponent1_D4,Opponent1_D4,Opponent1_M3,Opponent1_M3,1H,380.02212,Simple pass,19,68,27,65,23,66.5,1.43273,1.43273,0.102087133
1,Opponent1,Opponent1_M3,Opponent1_M3,Opponent1_D3,Opponent1_D3,1H,380.840808,Simple pass,27,65,27,90,27,77.5,0.94723,1,0
1,Everton,Everton_G1,Pickford,Everton_D1,Keane,1H,390.709116,Hand pass,8,55,25,94,16.5,74.5,0.79707,1,0
1,Everton,Everton_D1,Keane,Everton_D2,Williams,1H,395.609802,Simple pass,25,94,24,55,24.5,74.5,1.45811,1.45811,0.108074634
1,Everton,Everton_D2,Williams,Everton_D3,Jagielka,1H,398.392099,Simple pass,24,55,24,20,24,37.5,1.15781,1.15781,0.037229613
1,Everton,Everton_D3,Jagielka,Everton_M2,Klaassen,1H,401.473688,Simple pass,24,20,33,20,28.5,20,1.32377,1.32377,0.076381926
1,Everton,Everton_M2,Klaassen,Everton_M3,Schneiderlin,1H,402.505899,Simple pass,33,20,33,35,33,27.5,1.55747,1.55747,0.131515064
1,Everton,Everton_M3,Schneiderlin,Everton_D3,Jagielka,1H,403.23103,Simple pass,33,35,24,24,28.5,29.5,1.23553,1.23553,0.055564861
1,Everton,Everton_D3,Jagielka,Everton_D2,Williams,1H,405.513278,Simple pass,24,24,29,68,26.5,46,1.43345,1.43345,0.102256991
1,Everton,Everton_D2,Williams,Everton_D1,Keane,1H,409.395151,Simple pass,29,68,25,88,27,78,0.97029,1,0
1,Everton,Everton_D1,Keane,Everton_M1,Gueye,1H,411.012684,Simple pass,25,88,31,99,28,93.5,0.74111,1,0
1,Everton,Everton_M1,Gueye,Everton_D1,Keane,1H,413.899208,Simple pass,31,99,27,88,29,93.5,1.00217,1.00217,0.000511934
1,Everton,Everton_D1,Keane,Everton_D2,Williams,1H,415.523873,Simple pass,27,88,29,53,28,70.5,1.54625,1.54625,0.128868107
1,Everton,Everton_D2,Williams,Everton_D3,Jagielka,1H,417.778381,Simple pass,29,53,37,14,33,33.5,1.28595,1.28595,0.067459653
1,Everton,Everton_D3,Jagielka,Everton_M2,Klaassen,1H,421.153644,Simple pass,37,14,42,16,39.5,15,1.48181,1.48181,0.113665799
1,Everton,Everton_M2,Klaassen,Everton_D2,Williams,1H,423.251583,Simple pass,42,16,36,54,39,35,1.70071,1.70071,0.165307408
1,Everton,Everton_D2,Williams,Everton_D1,Keane,1H,426.777238,Simple pass,36,54,32,85,34,69.5,1.17653,1.17653,0.041645926
1,Everton,Everton_D1,Keane,Everton_F2,Rooney,1H,429.550573,Simple pass,32,85,59,67,45.5,76,2.46407,2.46407,0.345394838
1,Opponent1,Opponent1_M3,Opponent1_M3,Opponent1_F2,Opponent1_F2,1H,432.039458,Simple pass,42,30,47,50,44.5,40,2.05283,2.05283,0.2483775
1,Opponent1,Opponent1_F2,Opponent1_F2,Opponent1_D3,Opponent1_D3,1H,435.131832,Simple pass,47,50,41,54,44,52,1.84291,1.84291,0.198854401
1,Opponent1,Opponent1_D3,Opponent1_D3,Opponent1_G1,Opponent1_G1,1H,437.284701,Simple pass,41,54,14,55,27.5,54.5,1.36871,1.36871,0.086983908
1,Opponent1,Opponent1_G1,Opponent1_G1,Opponent1_D3,Opponent1_D3,1H,440.931405,Simple pass,14,55,36,85,25,70,1.27229,1.27229,0.064237065
1,Opponent1,Opponent1_D3,Opponent1_D3,Opponent1_M3,Opponent1_M3,1H,446.42999,Simple pass,36,85,41,70,38.5,77.5,1.70579,1.70579,0.166505852
1,Opponent1,Opponent1_M3,Opponent1_M3,Opponent1_D2,Opponent1_D2,1H,448.823337,Simple pass,41,70,51,13,46,41.5,1.73573,1.73573,0.173569122
1,Opponent1,Opponent1_D2,Opponent1_D2,Opponent1_D1,Opponent1_D1,1H,452.249359,High pass,51,13,84,12,67.5,12.5,3.60517,3.60517,0.614596481
1,Everton,Everton_M3,Schneiderlin,Everton_D1,Keane,1H,470.526751,Simple pass,38,74,23,81,30.5,77.5,1.11265,1.11265,0.02657573
1,Everton,Everton_D1,Keane,Everton_D2,Williams,1H,472.345004,Simple pass,23,81,33,56,28,68.5,1.62005,1.62005,0.146278572
1,Everton,Everton_D2,Williams,Everton_D3,Jagielka,1H,475.81912,Simple pass,33,56,31,16,32,36,1.19097,1.19097,0.045052526
1,Everton,Everton_D3,Jagielka,Everton_D2,Williams,1H,478.063252,Simple pass,31,16,35,59,33,37.5,1.65167,1.65167,0.153738178
1,Everton,Everton_D2,Williams,Everton_M3,Schneiderlin,1H,483.459683,Simple pass,35,59,37,42,36,50.5,1.71239,1.71239,0.168062885
1,Everton,Everton_M3,Schneiderlin,Everton_D2,Williams,1H,486.904146,Simple pass,37,42,41,84,39,63,1.43881,1.43881,0.103521491
1,Everton,Everton_D2,Williams,Everton_M1,Gueye,1H,488.642046,Simple pass,41,84,49,97,45,90.5,1.34757,1.34757,0.081996683
1,Everton,Everton_M1,Gueye,Everton_D1,Keane,1H,492.913649,Simple pass,49,97,40,86,44.5,91.5,1.35903,1.35903,0.084700259
1,Everton,Everton_D1,Keane,Everton_D2,Williams,1H,495.203497,Simple pass,40,86,43,46,41.5,66,1.90815,1.90815,0.21424544
1,Everton,Everton_D2,Williams,Everton_D3,Jagielka,1H,499.177369,Simple pass,43,46,44,13,43.5,29.5,1.47365,1.47365,0.11174074
1,Opponent1,Opponent1_F3,Opponent1_F3,Opponent1_F2,Opponent1_F2,1H,504.396917,Simple pass,54,84,55,48,54.5,66,2.37929,2.37929,0.325394036
1,Opponent1,Opponent1_F2,Opponent1_F2,Opponent1_M2,Opponent1_M2,1H,506.680864,Simple pass,55,48,55,32,55,40,2.27001,2.27001,0.299613337
1,Opponent1,Opponent1_M2,Opponent1_M2,Opponent1_D1,Opponent1_D1,1H,510.874655,Simple pass,55,32,43,28,49,30,1.74741,1.74741,0.176324599
1,Opponent1,Opponent1_D1,Opponent1_D1,Opponent1_D2,Opponent1_D2,1H,512.290179,Simple pass,43,28,41,38,42,33,1.80083,1.80083,0.188927133
1,Opponent1,Opponent1_D2,Opponent1_D2,Opponent1_M3,Opponent1_M3,1H,516.923641,Simple pass,61,52,57,86,59,69,2.01251,2.01251,0.238865442
1,Opponent1,Opponent1_M3,Opponent1_M3,Opponent1_F3,Opponent1_F3,1H,520.306956,Smart pass,57,86,99,72,78,79,5.15257,5.15257,0.979650045
1,Opponent1,Opponent1_M3,Opponent1_M3,Opponent1_D1,Opponent1_D1,1H,605.781783,Simple pass,62,68,55,29,58.5,48.5,2.22957,2.22957,0.290072968
1,Opponent1,Opponent1_D1,Opponent1_D1,Opponent1_M1,Opponent1_M1,1H,607.665948,Simple pass,55,29,60,27,57.5,28,2.43631,2.43631,0.338845861
1,Opponent1,Opponent1_M1,Opponent1_M1,Opponent1_M2,Opponent1_M2,1H,609.742066,Simple pass,60,27,71,8,65.5,17.5,2.61713,2.61713,0.381503858
1,Opponent1,Opponent1_M2,Opponent1_M2,Opponent1_F2,Opponent1_F2,1H,611.626465,Simple pass,71,8,67,14,69,11,2.54415,2.54415,0.364286843
1,Opponent1,Opponent1_F2,Opponent1_F2,Opponent1_M2,Opponent1_M2,1H,614.115182,Smart pass,67,14,90,7,78.5,10.5,3.92591,3.92591,0.690263587
1,Opponent1,Opponent1_D2,Opponent1_D2,Opponent1_F2,Opponent1_F2,1H,628.545296,Head pass,53,15,75,10,64,12.5,2.92595,2.92595,0.454358868
1,Everton,Everton_D2,Williams,Everton_F2,Rooney,1H,634.315811,Simple pass,35,61,32,72,33.5,66.5,1.43809,1.43809,0.103351632
1,Everton,Everton_D1,Keane,Everton_D3,Jagielka,1H,638.716336,Simple pass,20,67,22,37,21,52,1.38489,1.38489,0.090800999
1,Everton,Everton_D3,Jagielka,Everton_M3,Schneiderlin,1H,644.849345,Simple pass,41,42,44,35,42.5,38.5,1.87031,1.87031,0.205318449
1,Everton,Everton_M3,Schneiderlin,Everton_M2,Klaassen,1H,648.45343,Simple pass,44,35,58,25,51,30,2.30517,2.30517,0.307908078
1,Everton,Everton_M2,Klaassen,Everton_M3,Schneiderlin,1H,648.788178,Simple pass,58,25,44,45,51,35,1.93861,1.93861,0.221431386
1,Everton,Everton_M3,Schneiderlin,Everton_D1,Keane,1H,654.272547,Simple pass,44,45,45,88,44.5,66.5,1.46909,1.46909,0.110664971
1,Everton,Everton_D1,Keane,Everton_M1,Gueye,1H,656.786591,Simple pass,45,88,46,66,45.5,77,1.92407,1.92407,0.218001194
1,Everton,Everton_M1,Gueye,Everton_D2,Williams,1H,658.984182,Simple pass,46,66,35,53,40.5,59.5,1.67789,1.67789,0.159923847
1,Everton,Everton_D2,Williams,Everton_D3,Jagielka,1H,660.927154,Simple pass,35,53,36,26,35.5,39.5,1.50947,1.50947,0.120191185
1,Everton,Everton_D3,Jagielka,Everton_D4,Baines,1H,662.816659,Simple pass,36,26,44,9,40,17.5,1.36513,1.36513,0.086139336
1,Everton,Everton_D4,Baines,Everton_D3,Jagielka,1H,664.192536,Simple pass,44,9,29,28,36.5,18.5,1.38425,1.38425,0.090650014
1,Everton,Everton_D3,Jagielka,Everton_D1,Keane,1H,666.398299,Simple pass,29,28,30,88,29.5,58,1.05749,1.05749,0.013562705
1,Everton,Everton_D1,Keane,Everton_M1,Gueye,1H,670.794207,Simple pass,30,88,54,98,42,93,1.52135,1.52135,0.122993845
1,Everton,Everton_M1,Gueye,Everton_D1,Keane,1H,672.485389,Simple pass,54,98,40,88,47,93,1.30689,1.30689,0.072399695
1,Everton,Everton_D1,Keane,Everton_D2,Williams,1H,677.030895,Simple pass,40,88,39,58,39.5,73,1.76555,1.76555,0.180604082
1,Everton,Everton_D2,Williams,Everton_D3,Jagielka,1H,679.627443,Simple pass,39,58,42,22,40.5,40,1.61099,1.61099,0.14414119
1,Everton,Everton_D3,Jagielka,Everton_D4,Baines,1H,681.346038,Simple pass,42,22,45,7,43.5,14.5,1.34111,1.34111,0.080472678
1,Opponent1,Opponent1_G1,Opponent1_G1,Opponent1_D3,Opponent1_D3,1H,694.414732,Hand pass,13,69,28,96,20.5,82.5,0.78305,1,0
1,Opponent1,Opponent1_D3,Opponent1_D3,Opponent1_M2,Opponent1_M2,1H,698.002619,Simple pass,28,96,32,91,30,93.5,1.01591,1.01591,0.003753394
1,Opponent1,Opponent1_M2,Opponent1_M2,Opponent1_G1,Opponent1_G1,1H,699.267219,Simple pass,32,91,9,64,20.5,77.5,1.30013,1.30013,0.070804916
1,Everton,Everton_M2,Klaassen,Everton_D4,Baines,1H,717.476578,Simple pass,88,10,94,5,91,7.5,4.19241,4.19241,0.753134709
1,Everton,Everton_D4,Baines,Everton_M2,Klaassen,1H,719.441687,Simple pass,94,5,82,5,88,5,3.25713,3.25713,0.532488918
1,Everton,Everton_M3,Schneiderlin,Everton_D3,Jagielka,1H,763.935874,Simple pass,31,4,26,15,28.5,9.5,1.07479,1.07479,0.01764402
1,Everton,Everton_D3,Jagielka,Everton_D2,Williams,1H,766.375013,Simple pass,26,15,28,46,27,30.5,1.52655,1.52655,0.124220599
1,Everton,Everton_D2,Williams,Everton_D1,Keane,1H,768.959506,Simple pass,28,46,27,75,27.5,60.5,1.29103,1.29103,0.068658097
1,Everton,Everton_M1,Gueye,Everton_F2,Rooney,1H,831.334785,Simple pass,20,54,23,63,21.5,58.5,1.39291,1.39291,0.092693031
1,Everton,Everton_F2,Rooney,Everton_F1,Lewin,1H,833.172272,Head pass,23,63,31,97,27,80,0.80865,1,0
1,Everton,Everton_F3,Ramirez,Everton_M2,Klaassen,1H,876.588559,Simple pass,41,13,37,25,39,19,1.51893,1.51893,0.122422933
1,Everton,Everton_M2,Klaassen,Everton_F3,Ramirez,1H,877.617215,Simple pass,37,25,44,11,40.5,18,1.42079,1.42079,0.099270318
1,Everton,Everton_D3,Jagielka,Everton_F3,Ramirez,1H,888.407529,High pass,43,40,76,8,59.5,24,2.93433,2.93433,0.456335829
1,Opponent1,Opponent1_G1,Opponent1_G1,Opponent1_D2,Opponent1_D2,1H,907.768956,Simple pass,19,61,42,16,30.5,38.5,1.48181,1.48181,0.113665799
1,Opponent1,Opponent1_D2,Opponent1_D2,Opponent1_F1,Opponent1_F1,1H,911.123578,High pass,42,16,85,48,63.5,32,4.17749,4.17749,0.74961487
1,Everton,Everton_D1,Keane,Everton_F3,Ramirez,1H,918.981968,Simple pass,29,79,54,51,41.5,65,2.33539,2.33539,0.315037404
1,Everton,Everton_D2,Williams,Everton_D1,Keane,1H,940.147302,Simple pass,28,49,27,80,27.5,64.5,1.19393,1.19393,0.045750832
1,Opponent1,Opponent1_F2,Opponent1_F2,Opponent1_M1,Opponent1_M1,1H,948.626794,Simple pass,30,16,37,33,33.5,24.5,1.63517,1.63517,0.149845594
1,Opponent1,Opponent1_M1,Opponent1_M1,Opponent1_M2,Opponent1_M2,1H,952.727927,Simple pass,37,33,47,54,42,43.5,2.04655,2.04655,0.246895959
1,Opponent1,Opponent1_M1,Opponent1_M1,Opponent1_F1,Opponent1_F1,1H,974.161228,Simple pass,58,10,73,15,65.5,12.5,2.92847,2.92847,0.454953372
1,Everton,Everton_M2,Klaassen,Everton_D2,Williams,1H,977.642684,Simple pass,36,73,27,85,31.5,79,1.07933,1.07933,0.01871507
1,Opponent1,Opponent1_F1,Opponent1_F1,Opponent1_M1,Opponent1_M1,1H,978.084482,Simple pass,71,20,56,26,63.5,23,2.22827,2.22827,0.28976628
1,Opponent1,Opponent1_M1,Opponent1_M1,Opponent1_D3,Opponent1_D3,1H,978.887699,Simple pass,56,26,63,60,59.5,43,2.73517,2.73517,0.409351165
1,Opponent1,Opponent1_D3,Opponent1_D3,Opponent1_M1,Opponent1_M1,1H,983.654621,Simple pass,63,60,60,36,61.5,48,2.55133,2.55133,0.365980707
1,Opponent1,Opponent1_M1,Opponent1_M1,Opponent1_M2,Opponent1_M2,1H,987.186874,Simple pass,60,36,71,67,65.5,51.5,3.12335,3.12335,0.500928322
1,Opponent1,Opponent1_M2,Opponent1_M2,Opponent1_D3,Opponent1_D3,1H,989.23669,Simple pass,71,67,57,71,64,69,2.31431,2.31431,0.310064334
1,Opponent1,Opponent1_D3,Opponent1_D3,Opponent1_M1,Opponent1_M1,1H,991.232253,Simple pass,57,71,55,52,56,61.5,2.37861,2.37861,0.325233614
1,Opponent1,Opponent1_M1,Opponent1_M1,Opponent1_D2,Opponent1_D2,1H,995.008376,Simple pass,55,52,58,32,56.5,42,2.40933,2.40933,0.332480897
1,Opponent1,Opponent1_D2,Opponent1_D2,Opponent1_M3,Opponent1_M3,1H,997.713151,Simple pass,58,32,65,40,61.5,36,2.84645,2.84645,0.435603693
1,Opponent1,Opponent1_M3,Opponent1_M3,Opponent1_M1,Opponent1_M1,1H,999.236592,Simple pass,65,40,64,56,64.5,48,2.81169,2.81169,0.427403316
1,Opponent1,Opponent1_M1,Opponent1_M1,Opponent1_D2,Opponent1_D2,1H,1002.00926,Simple pass,64,56,75,30,69.5,43,3.34255,3.34255,0.552640705
1,Opponent1,Opponent1_D2,Opponent1_D2,Opponent1_F2,Opponent1_F2,1H,1003.705746,Simple pass,75,30,72,59,73.5,44.5,3.25895,3.25895,0.532918282
1,Opponent1,Opponent1_M2,Opponent1_M2,Opponent1_M2,Opponent1_M2,1H,1017.845967,Simple pass,78,18,74,8,76,13,2.80445,2.80445,0.425695298
1,Opponent1,Opponent1_M2,Opponent1_M2,Opponent1_M1,Opponent1_M1,1H,1018.977244,Simple pass,74,8,64,40,69,24,2.79201,2.79201,0.422760526
1,Opponent1,Opponent1_M1,Opponent1_M1,Opponent1_F2,Opponent1_F2,1H,1024.129555,Simple pass,64,40,69,58,66.5,49,3.08375,3.08375,0.491586122
1,Opponent1,Opponent1_F2,Opponent1_F2,Opponent1_M1,Opponent1_M1,1H,1025.488721,Simple pass,69,58,64,53,66.5,55.5,2.82165,2.82165,0.429753021
1,Opponent1,Opponent1_M1,Opponent1_M1,Opponent1_D3,Opponent1_D3,1H,1026.600096,Simple pass,64,53,74,83,69,68,3.02795,3.02795,0.478422112
1,Opponent1,Opponent1_D3,Opponent1_D3,Opponent1_F2,Opponent1_F2,1H,1032.126828,Simple pass,74,83,66,67,70,75,2.83115,2.83115,0.431994206
1,Opponent1,Opponent1_M3,Opponent1_M3,Opponent1_D3,Opponent1_D3,1H,1048.457823,Simple pass,80,79,80,84,80,81.5,3.40597,3.40597,0.567602381
1,Everton,Everton_D3,Jagielka,Everton_G1,Pickford,1H,1080.525643,Simple pass,15,18,13,45,14,31.5,1.36697,1.36697,0.086573418
1,Everton,Everton_G1,Pickford,Everton_M1,Gueye,1H,1083.673768,High pass,13,45,39,97,26,71,1.00817,1.00817,0.001927419
1,Everton,Everton_M1,Gueye,Everton_D1,Keane,1H,1086.548868,Head pass,39,97,31,77,35,87,1.33005,1.33005,0.077863467
1,Everton,Everton_D1,Keane,Everton_M3,Schneiderlin,1H,1088.3517,Simple pass,31,77,33,47,32,62,1.63103,1.63103,0.14886891
1,Everton,Everton_M3,Schneiderlin,Everton_D3,Jagielka,1H,1092.134846,Simple pass,33,47,29,12,31,29.5,1.05097,1.05097,0.012024545
1,Everton,Everton_D3,Jagielka,Everton_D4,Baines,1H,1098.1089,Simple pass,71,8,72,7,71.5,7.5,2.64899,2.64899,0.389020083
1,Everton,Everton_D3,Jagielka,Everton_D1,Keane,1H,1114.347374,Simple pass,58,8,41,73,49.5,40.5,1.66013,1.66013,0.155734012
1,Everton,Everton_M3,Schneiderlin,Everton_M1,Gueye,1H,1124.056621,Simple pass,62,62,62,72,62,67,2.54629,2.54629,0.3647917
1,Everton,Everton_M1,Gueye,Everton_F2,Rooney,1H,1128.904817,Simple pass,62,72,70,78,66,75,2.88779,2.88779,0.445356384
1,Everton,Everton_F2,Rooney,Everton_M1,Gueye,1H,1129.81297,Simple pass,70,78,74,60,72,69,3.37801,3.37801,0.561006221
1,Everton,Everton_M1,Gueye,Everton_F1,Lewin,1H,1145.628269,Simple pass,65,96,70,98,67.5,97,2.35239,2.35239,0.319047945
1,Everton,Everton_F1,Lewin,Everton_F2,Rooney,1H,1148.496105,Simple pass,70,98,68,83,69,90.5,2.66231,2.66231,0.39216246
1,Everton,Everton_F2,Rooney,Everton_D3,Jagielka,1H,1150.556157,Simple pass,68,83,66,38,67,60.5,2.88683,2.88683,0.445129906
1,Everton,Everton_D3,Jagielka,Everton_D4,Baines,1H,1154.053777,Simple pass,66,38,79,4,72.5,21,3.01413,3.01413,0.475161778
1,Everton,Everton_M2,Klaassen,Everton_M1,Gueye,1H,1184.199743,Simple pass,70,8,65,61,67.5,34.5,2.83553,2.83553,0.43302751
1,Opponent1,Opponent1_D2,Opponent1_D2,Opponent1_G1,Opponent1_G1,1H,1212.753315,Simple pass,33,14,18,55,25.5,34.5,1.39247,1.39247,0.092589229
1,Opponent1,Opponent1_G1,Opponent1_G1,Opponent1_F3,Opponent1_F3,1H,1228.919596,Launch,18,55,76,88,47,71.5,3.03273,3.03273,0.479549781
1,Everton,Everton_M3,Schneiderlin,Everton_D4,Baines,1H,1234.888756,Simple pass,28,19,19,5,23.5,12,0.70941,1,0
1,Everton,Everton_D4,Baines,Everton_D2,Williams,1H,1237.056443,Simple pass,19,5,21,39,20,22,1.38991,1.38991,0.091985288
1,Everton,Everton_D2,Williams,Everton_D1,Keane,1H,1240.195071,Simple pass,21,39,27,76,24,57.5,1.27301,1.27301,0.064406924
1,Everton,Everton_D1,Keane,Everton_M1,Gueye,1H,1243.277878,Simple pass,27,76,40,96,33.5,86,1.07033,1.07033,0.016591843
1,Everton,Everton_M1,Gueye,Everton_F1,Lewin,1H,1246.983038,High pass,40,96,74,98,57,97,2.60015,2.60015,0.377498036
1,Everton,Everton_M2,Klaassen,Everton_G1,Pickford,1H,1285.762328,Head pass,29,52,12,43,20.5,47.5,1.35647,1.35647,0.084096319
1,Everton,Everton_G1,Pickford,Everton_M1,Gueye,1H,1299.229819,High pass,12,43,44,81,28,62,1.60489,1.60489,0.142702114
1,Everton,Everton_M1,Gueye,Everton_F2,Rooney,1H,1304.927402,Simple pass,44,81,49,75,46.5,78,1.90571,1.90571,0.21366981
1,Everton,Everton_F2,Rooney,Everton_D1,Keane,1H,1306.588143,Simple pass,49,75,34,80,41.5,77.5,1.33701,1.33701,0.07950543
1,Everton,Everton_D1,Keane,Everton_D2,Williams,1H,1308.752362,Simple pass,34,80,28,51,31,65.5,1.53095,1.53095,0.125258621
1,Everton,Everton_D2,Williams,Everton_D3,Jagielka,1H,1311.029947,Simple pass,28,51,38,24,33,37.5,1.52869,1.52869,0.124725455
1,Everton,Everton_D3,Jagielka,Everton_M1,Gueye,1H,1314.932615,Simple pass,38,24,42,67,40,45.5,1.77659,1.77659,0.183208574
1,Everton,Everton_M1,Gueye,Everton_F2,Rooney,1H,1317.250553,Simple pass,42,67,54,92,48,79.5,1.71137,1.71137,0.167822253
1,Everton,Everton_F2,Rooney,Everton_M1,Gueye,1H,1318.781728,Simple pass,54,92,61,79,57.5,85.5,2.36871,2.36871,0.322898064
1,Everton,Everton_F1,Lewin,Everton_F2,Rooney,1H,1323.783423,Simple pass,70,98,72,100,71,99,2.40533,2.40533,0.33153724
1,Everton,Everton_F3,Ramirez,Everton_D2,Williams,1H,1336.828397,Simple pass,60,92,53,78,56.5,85,2.01331,2.01331,0.239054173
1,Everton,Everton_D2,Williams,Everton_D3,Jagielka,1H,1338.621719,Simple pass,53,78,61,18,57,48,2.31503,2.31503,0.310234192
1,Everton,Everton_D3,Jagielka,Everton_M3,Schneiderlin,1H,1342.78861,Simple pass,61,18,55,51,58,34.5,2.37983,2.37983,0.325521429
1,Everton,Everton_M3,Schneiderlin,Everton_M1,Gueye,1H,1347.364783,Simple pass,55,51,51,68,53,59.5,2.09213,2.09213,0.257648927
1,Everton,Everton_M1,Gueye,Everton_D1,Keane,1H,1351.186662,Simple pass,51,68,62,99,56.5,83.5,1.87075,1.87075,0.205422251
1,Everton,Everton_D1,Keane,Everton_M1,Gueye,1H,1355.635433,Simple pass,62,99,58,93,60,96,1.86521,1.86521,0.204115287
1,Everton,Everton_M1,Gueye,Everton_D2,Williams,1H,1357.802034,Simple pass,58,93,45,60,51.5,76.5,1.94425,1.94425,0.222761941
1,Everton,Everton_D2,Williams,Everton_D3,Jagielka,1H,1360.51092,Simple pass,45,60,53,29,49,44.5,2.14169,2.14169,0.269340832
1,Everton,Everton_D3,Jagielka,Everton_M2,Klaassen,1H,1364.552237,Simple pass,53,29,65,22,59,25.5,2.61011,2.61011,0.379847741
1,Everton,Everton_M2,Klaassen,Everton_M3,Schneiderlin,1H,1365.514369,Simple pass,65,22,59,37,62,29.5,2.51117,2.51117,0.356506394
